Id,Nom,Description
184,Réception de rocher," Si un rocher ou un objet similaire est envoyé au géant, le géant peut, s'il réussit un jet de sauvegarde de Dextérité DD 10, attraper le projectile et ainsi en éviter les dégâts contondants."
185,Attaques multiples, Le géant effectue deux attaques d'épée à deux mains.
185,Épée à deux mains," <em>Attaque au corps à corps avec une arme</em> : +14 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 30 (6d6 + 9) dégâts tranchants."
185,Rocher," <em>Attaque à distance avec une arme</em> : +14 au toucher, portée 18/72 m, une cible. <em>Touché</em>&nbsp;: 35 (4d12 + 9) dégâts contondants."
185,Frappe foudroyante (Recharge 5-6)," Le géant projette un éclair magique en un point qu'il peut voir dans un rayon de 150 mètres autour de lui. Chaque créature se trouvant dans un rayon de 3 mètres autour de ce point doit effectuer un jet de sauvegarde de Dextérité DD 17, subissant 54 (12d8) dégâts de foudre en cas d'échec, ou la moitié de ces dégâts en cas de réussite."
186,Attaques multiples, Le géant effectue deux attaques d'épée à deux mains.
186,Épée à deux mains," <em>Attaque au corps à corps avec une arme</em> : +11 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 28 (6d6 + 7) dégâts tranchants."
186,Rocher," <em>Attaque à distance avec une arme</em> : +11 au toucher, portée 18/72 m, une cible. <em>Touché</em>&nbsp;: 29 (4d10 + 7) dégâts contondants."
187,Attaques multiples, Le géant effectue deux attaques avec la hache à deux mains.
187,Hache à deux mains," <em>Attaque au corps à corps avec une arme</em> : +9 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 25 (3d12 + 6) dégâts tranchants."
187,Rocher," <em>Attaque à distance avec une arme</em> : +9 au toucher, portée 18/72 m, une cible. <em>Touché</em>&nbsp;: 28 (4d10 + 6) dégâts contondants."
188,Pseudopode," <em>Attaque au corps à corps avec une arme</em> : +4 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 9 (2d6 + 2) dégâts contondants + 3 (1d6) d'acide."
188,Division," Lorsqu'une gelée de taille M ou supérieure subit des dégâts de foudre ou des dégâts tranchants, elle se divise en 2 nouvelles gelées s'il lui reste au moins 10 points de vie. Chaque nouvelle gelée possède la moitié des points de vie de l'originale, arrondis à l'entier inférieur. Les nouvelles gelées font une taille de moins que la gelée d'origine."
189,Attaques multiples, Le githyanki effectue deux attaques d'épée à deux mains en argent.
189,Épée à deux mains en argent," <em>Attaque au corps à corps avec une arme</em> : +9 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 13 (2d6 + 6) dégâts tranchants + 10 (3d6) dégâts psychiques. C'est une attaque avec une arme magique. En cas de coup critique contre une cible avec un corps astral (comme celui conféré par le sort <em><a href=""https://www.aidedd.org/dnd/sorts.php?vf=projection-astrale"">projection astrale</a></em>), le githyanki peut trancher le cordon argenté qui relie la cible à son corps matériel, au lieu de lui infliger des dégâts."
190,Attaques multiples, Le githyanki effectue deux attaques d'épée à deux mains.
190,Épée à deux mains," <em>Attaque au corps à corps avec une arme</em> : +4 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 9 (2d6 + 2) dégâts tranchants + 7 (2d6) dégâts psychiques."
191,Attaques multiples, Le githzerai effectue deux attaques à mains nues.
191,Attaque à mains nues," <em>Attaque au corps à corps avec une arme</em> : +4 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 6 (1d8 + 2) dégâts contondants + 9 (2d8) dégâts psychiques. C'est une attaque avec une arme magique."
192,Attaques multiples, Le githzerai effectue deux attaques à mains nues.
192,Attaque à mains nues," <em>Attaque au corps à corps avec une arme</em> : +7 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 11 (2d6 + 4) dégâts contondants + 13 (3d8) dégâts psychiques. C'est une attaque avec une arme magique."
193,Attaques multiples, Le glabrezu effectue quatre attaques : deux avec ses pinces et deux avec ses poings. Il peut aussi choisir d'effectuer deux attaques avec ses pinces et lancer un sort.
193,Pinces," <em>Attaque au corps à corps avec une arme</em> : +9 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 16 (2d10 + 5) dégâts contondants. Si la cible est de taille M ou inférieure, elle est agrippée (DD 15 pour s'échapper). Le glabrezu possède deux pinces, chacune d'elles pouvant agripper une cible."
193,Poing," <em>Attaque au corps à corps avec une arme</em> : +9 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 7 (2d4 + 2) dégâts contondants."
194,Attaques multiples, Le gladiateur effectue trois attaques au corps à corps ou deux attaques à distance.
194,Lance," <em>Attaque au corps à corps ou à distance avec une arme</em> : +7 au toucher, allonge 1,50 m ou portée 6/18 m, une cible. <em>Touché</em>&nbsp;: 11 (2d6 + 4) dégâts perforants, ou 13 (2d8 + 4) dégâts perforants si utilisée avec les deux mains pour une attaque au corps à corps."
194,Coup de bouclier," <em>Attaque au corps à corps avec une arme</em> : +7 au toucher, allonge 1,50 m, une créature. <em>Touché</em>&nbsp;: 9 (2d4 + 4) dégâts contondants. Si la cible est une créature de taille M ou inférieure, elle doit réussir un jet de sauvegarde de Force DD 15 pour ne pas tomber à terre."
194,Parade," Le gladiateur ajoute 3 à sa CA contre une attaque au corps à corps qui le toucherait. Pour ce faire, il doit voir l'attaquant et avoir en main une arme de corps à corps."
195,Morsure," <em>Attaque au corps à corps avec une arme</em> : +4 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 4 (1d4 + 2) dégâts perforants."
195,Lance," <em>Attaque au corps à corps ou à distance avec une arme</em> : +4 au toucher, allonge 1,50 m ou portée 6/18 m, une cible. <em>Touché</em>&nbsp;: 5 (1d6 + 2) dégâts perforants, ou 6 (1d8 + 2) si utilisée à deux mains pour faire une attaque au corps à corps."
195,Arc long," <em>Attaque à distance avec une arme</em> : +3 au toucher, portée 45/180 m, une cible. <em>Touché</em>&nbsp;: 5 (1d8 + 1) dégâts perforants."
196,Attaques multiples, Le gnoll effectue trois attaques : deux avec ses griffes et une de morsure.
196,Griffes," <em>Attaque au corps à corps avec une arme</em> : +5 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 7 (1d8 + 3) dégâts tranchants."
196,Morsure," <em>Attaque au corps à corps avec une arme</em> : +5 au toucher, allonge 1,50 m, une créature. <em>Touché</em>&nbsp;: 6 (1d6 + 3) dégâts perforants, et la cible doit réussir un jet de sauvegarde de Constitution DD 12 ou subir 7 (2d6) dégâts de poison."
197,Attaques multiples," Le gnoll effectue deux attaques, avec sa coutille ou avec son arc long, et utilise son Incitation au déchaînement s'il le peut."
197,Morsure," <em>Attaque au corps à corps avec une arme</em> : +5 au toucher, allonge 1,50 m, une créature. <em>Touché</em>&nbsp;: 5 (1d4 + 3) dégâts perforants."
197,Coutille," <em>Attaque au corps à corps avec une arme</em> : +5 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 8 (1d10 + 3) dégâts tranchants."
197,Arc long," <em>Attaque à distance avec une arme</em> : +4 au toucher, portée 45/180 m, une cible. <em>Touché</em>&nbsp;: 6 (1d8 + 2) dégâts perforants."
197,Incitation au déchaînement (Recharge 5-6), Une créature que le gnoll peut voir dans un rayon de 9 mètres autour de lui peut utiliser sa réaction pour effectuer une attaque au corps à corps si elle peut entendre le gnoll et qu'elle possède le trait Déchaîné.
198,Pic de guerre," <em>Attaque au corps à corps avec une arme</em> : +4 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 6 (1d8 + 2) dégâts perforants."
198,Dard empoisonné," <em>Attaque à distance avec une arme</em> : +4 au toucher, portée 9/36 m, une créature. <em>Touché</em>&nbsp;: 4 (1d4 + 2) dégâts perforants, et la cible doit réussir un jet de sauvegarde de Constitution DD 12 ou être empoisonnée pendant 1 minute. La cible peut retenter son jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet qui l'affecte en cas de réussite."
199,Cimeterre," <em>Attaque au corps à corps avec une arme</em> : +4 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 5 (1d6 + 2) dégâts tranchants."
199,Arc court," <em>Attaque à distance avec une arme</em> : +4 au toucher, portée 24/96 m, une cible. <em>Touché</em>&nbsp;: 5 (1d6 + 2) dégâts perforants."
200,Attaques multiples, Le gobelin effectue deux attaques avec le cimeterre. La deuxième attaque a un désavantage.
200,Cimeterre," <em>Attaque au corps à corps avec une arme</em> : +4 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 5 (1d6 + 2) dégâts tranchants."
200,Javeline," <em>Attaque au corps à corps ou à distance avec une arme</em> : +2 au toucher, allonge 1,50 m ou portée 9/36 m, une cible. <em>Touché</em>&nbsp;: 3 (1d6) dégâts perforants."
200,Attaque redirigée," Lorsqu'une créature, que le gobelin peut voir, le cible avec une attaque, le gobelin choisit un autre gobelin situé à 1,50 mètre ou moins de lui. Les deux gobelins échangent leur place et le gobelin choisi devient la nouvelle cible de l'attaque."
201,Morgenstern," <em>Attaque au corps à corps avec une arme</em> : +4 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 11 (2d8 + 2) dégâts perforants."
201,Javeline," <em>Attaque au corps à corps ou à distance avec une arme</em> : +4 au toucher, allonge 1,50 m ou portée 9/36 m, une cible. <em>Touché</em>&nbsp;: 9 (2d6 + 2) dégâts perforants au corps à corps ou 5 (1d6 + 2) dégâts perforants à distance."
202,Attaques multiples, Le gobelours effectue deux attaques au corps à corps.
202,Morgenstern," <em>Attaque au corps à corps avec une arme</em> : +5 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 12 (2d8 + 3) dégâts perforants."
202,Javeline," <em>Attaque au corps à corps ou à distance avec une arme</em> : +5 au toucher, allonge 1,50 m ou portée 9/36 m, une cible. <em>Touché</em>&nbsp;: 10 (2d6 + 3) dégâts perforants au corps à corps ou 6 (1d6 + 3) dégâts perforants à distance."
203,Attaques multiples, Le golem effectue deux attaques de coup.
203,Coup," <em>Attaque au corps à corps avec une arme</em> : +8 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 16 (2d10 + 5) dégâts contondants. Si la cible est une créature, celle-ci doit réussir un jet de sauvegarde de Constitution DD 15 pour ne pas subir une diminution de son maximum de points de vie égale aux dégâts subis. La cible meurt si cet effet réduit ses points de vie à 0. Cette diminution perdure jusqu'à ce que la cible bénéficie d'un sort de <em><a href=""https://www.aidedd.org/dnd/sorts.php?vf=restauration-superieure"">restauration supérieure</a></em> ou d'une magie similaire."
203,Hâte (Recharge 5-6)," Jusqu'à la fin de son prochain tour, le golem bénéficie par magie d'un bonus de +2 à sa CA, d'un avantage aux jets de sauvegarde de Dextérité, et peut utiliser une attaque de coup en action bonus."
204,Attaques multiples, Le golem effectue deux attaques de coup.
204,Coup," <em>Attaque au corps à corps avec une arme</em> : +7 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 13 (2d8 + 4) dégâts contondants."
205,Attaques multiples, Le golem effectue deux attaques au corps à corps.
205,Coup," <em>Attaque au corps à corps avec une arme</em> : +13 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 20 (3d8 + 7) dégâts contondants."
205,Épée," <em>Attaque au corps à corps avec une arme</em> : +13 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 23 (3d10 + 7) dégâts tranchants."
205,Souffle empoisonné (Recharge 6)," Le golem crache un gaz empoisonné dans un cône de 4,50 mètres. Chaque créature dans cette zone doit effectuer un jet de sauvegarde de Constitution DD 19, subissant 45 (10d8) dégâts de poison en cas d'échec, ou la moitié de ces dégâts en cas de réussite."
206,Attaques multiples, Le golem effectue deux attaques de coup.
206,Coup," <em>Attaque au corps à corps avec une arme</em> : +10 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 19 (3d8 + 6) dégâts contondants."
206,Lenteur (Recharge 5-6)," Le golem cible une ou plusieurs créatures qu'il peut voir dans un rayon de 3 mètres autour de lui. Chaque cible doit faire un jet de sauvegarde de Sagesse DD 17 contre cette magie. En cas d'échec, une cible ne peut pas utiliser de réaction, sa vitesse est réduite de moitié, et elle ne peut pas faire plus d'une attaque à son tour. En outre, la cible peut à son tour prendre une action normale ou une action bonus, mais pas les deux. Ces effets durent pendant 1 minute. Une cible peut répéter le jet de sauvegarde à la fin de chacun de ses tours, l'effet se terminant en cas de réussite."
207,Corne," <em>Attaque au corps à corps avec une arme</em> : +8 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 18 (2d12 + 5) dégâts perforants."
207,Sabots," <em>Attaque au corps à corps avec une arme</em> : +8 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 16 (2d10 + 5) dégâts contondants."
207,Souffle pétrifiant (Recharge 5-6)," La gorgone exhale un gaz pétrifiant dans un cône de 9 mètres. Toutes les créatures dans la zone doivent effectuer un jet de sauvegarde de Constitution DD 13. En cas d'échec, la cible commence à se transformer en pierre et est entravée. La cible entravée doit réitérer le jet de sauvegarde à la fin de son tour suivant. En cas de réussite, l'effet se termine pour la cible. En cas d'échec, la cible est pétrifiée jusqu'à ce qu'elle soit libérée par un sort de <em><a href=""https://www.aidedd.org/dnd/sorts.php?vf=restauration-superieure"">restauration supérieure</a></em> ou par une magie similaire."
208,Attaques multiples, Le goristro effectue trois attaques : deux avec ses poings et une avec ses sabots.
208,Poing," <em>Attaque au corps à corps avec une arme</em> : +13 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 20 (3d8 + 7) dégâts contondants."
208,Sabots," <em>Attaque au corps à corps avec une arme</em> : +13 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 23 (3d10 + 7) dégâts contondants. Si la cible est une créature, elle doit réussir un jet de sauvegarde de Force DD 21 ou être jetée à terre."
208,Cornes," <em>Attaque au corps à corps avec une arme</em> : +13 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 45 (7d10 + 7) dégâts perforants."
209,Griffes," <em>Attaque au corps à corps avec une arme</em> : +4 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 7 (2d4 + 2) dégâts tranchants. Si la cible est une créature autre qu'un elfe ou un mort-vivant, celle-ci doit réussir un jet de sauvegarde de Constitution DD 10 pour ne pas être paralysée pendant 1 minute. La cible peut relancer le jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet qui l'affecte en cas de réussite."
209,Morsure," <em>Attaque au corps à corps avec une arme</em> : +2 au toucher, allonge 1,50 m, une créature. <em>Touché</em>&nbsp;: 9 (2d6 + 2) dégâts perforants."
210,Attaques multiples, Le grand singe réalise deux attaques avec ses poings.
210,Poing," Attaque au corps à corps avec une arme : +5 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 6 (1d6 + 3) dégâts contondants."
210,Rocher," Attaque à distance avec une arme : +5 au toucher, portée 7,50/15 m, une cible. <em>Touché</em>&nbsp;: 6 (1d6 + 3) dégâts contondants."
211,Attaques multiples, Le grell effectue deux attaques : une avec ses tentacules et une avec son bec.
211,Tentacules," <em>Attaque au corps à corps avec une arme</em> : +4 au toucher, allonge 3 m, une créature. <em>Touché</em>&nbsp;: 7 (1d10 + 2) dégâts perforants, et la cible doit réussir un jet de sauvegarde de Constitution DD 11 ou être empoisonnée pendant 1 minute. La cible empoisonnée est paralysée, et peut retenter son jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet en cas de réussite. La cible est également agrippée (évasion DD 15). Si la cible est de taille M ou inférieure, elle est également entravée jusqu'à ce qu'elle ne soit plus agrippée. Tant qu'il agrippe la cible, le grell a un avantage aux jets d'attaque effectués contre elle, mais ne peut pas utiliser l'attaque avec ses tentacules contre une autre cible. Lorsque le grell se déplace, il déplace avec lui une créature de taille M ou inférieure qu'il a agrippée."
211,Bec," <em>Attaque au corps à corps avec une arme</em> : +4 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 7 (2d4 + 2) dégâts perforants."
213,Morsure," <em>Attaque au corps à corps avec une arme</em> : +3 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 4 (1d6 + 1) dégâts perforants, et la cible est agrippée (DD 11 pour s'échapper). Tant qu'elle est agrippée, la cible est entravée, et la grenouille ne peut pas mordre une autre cible."
213,Engloutissement," La grenouille effectue une attaque de morsure contre une cible de taille P ou inférieure qu'elle agrippe. Si l'attaque réussit, la cible est avalée et elle n'est plus agrippée. La créature avalée est aveuglée est entravée, bénéficie d'un abri total contre les attaques ou autres effets provenant de l'extérieur de la grenouille, et subit 5 (2d4) dégâts d'acide au début de chaque tour de la grenouille. La grenouille ne peut avaler qu'une cible à la fois. Si la grenouille meurt, la créature avalée n'est plus entravée et peut sortir du cadavre en utilisant 1,50 mètre de mouvement, pour alors en émerger et se retrouver à terre."
214,Attaques multiples," Le grick effectue une attaque avec ses tentacules. Si cette attaque touche, le grick peut effectuer une attaque avec son bec contre la même cible."
214,Tentacules," <em>Attaque au corps à corps avec une arme</em> : +4 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 9 (2d6 + 2) dégâts tranchants."
214,Bec," <em>Attaque au corps à corps avec une arme</em> : +4 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 5 (1d6 + 2) dégâts perforants."
215,Attaques multiples," Le grick effectue deux attaques : une avec sa queue et une avec ses tentacules. S'il touche lors d'une attaque avec ses tentacules, le grick peut effectuer une attaque avec son bec contre la même cible."
215,Queue," <em>Attaque au corps à corps avec une arme</em> : +7 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 11 (2d6 + 4) dégâts contondants."
215,Tentacules," <em>Attaque au corps à corps avec une arme</em> : +7 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 22 (4d8 + 4) dégâts tranchants."
215,Bec," <em>Attaque au corps à corps avec une arme</em> : +7 au toucher, allonge 3 m, une cible. <em>Touché</em>&nbsp;: 13 (2d8 + 4) dégâts perforants."
216,Griffes," <em>Attaque au corps à corps avec une arme</em> : +3 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 3 (1d4 +1) dégâts contondants ou tranchants (au choix de la griffe)."
217,Attaques multiples, Le griffon effectue deux attaques : une avec son bec et une avec ses griffes.
217,Bec," <em>Attaque au corps à corps avec une arme</em> : +6 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 8 (1d8 + 4) dégâts perforants."
217,Griffes," <em>Attaque au corps à corps avec une arme</em> : +6 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 11 (2d6 + 4) dégâts tranchants."
218,Griffes," <em>Attaque au corps à corps avec une arme</em> : +5 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 10 (2d6 + 3) dégâts tranchants."
218,Éblouissement mortel," La guenaude cible une créature effrayée qu'elle peut voir et située dans un rayon de 9 mètres autour d'elle. Si la cible peut voir la guenaude, elle doit réussir un jet de sauvegarde de Sagesse DD 11 contre la magie ou tomber à 0 point de vie."
218,Apparence illusoire," La guenaude se déguise, elle et tout ce qu'elle porte ou transporte, grâce à une illusion magique, en une créature laide de forme humanoïde et ayant à peu près sa taille. L'effet se termine si la guenaude utilise son action bonus pour y mettre fin ou si elle meurt. Les modifications corporelles apportées par cet effet ne parviennent pas à duper une inspection corporelle. Par exemple, la guenaude peut sembler ne pas avoir de griffes, mais quelqu'un touchant ses mains sentira ses griffes. Sinon, une créature doit utiliser une action pour inspecter visuellement l'illusion et réussir un jet d'Intelligence (Investigation) DD 16 pour remarquer que la guenaude est déguisée."
219,Griffes (forme de guenaude uniquement)," <em>Attaque au corps à corps avec une arme</em> : +7 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 13 (2d8 + 4) dégâts tranchants."
219,Changement de forme," La guenaude se métamorphose magiquement en une femelle humanoïde de taille M ou P, ou bien retrouve sa forme véritable. Ses statistiques sont les mêmes quelle que soit sa forme. L'équipement qu'elle porte ou transporte n'est pas transformé. Elle retrouve sa forme véritable si elle meurt."
219,Passage dans l'éther," La guenaude passe du plan éthéré au plan matériel, ou vice versa. Pour ce faire, la guenaude doit avoir en sa possession une cardioline."
219,Invasion cauchemardesque (1/jour)," Tant qu'elle se trouve dans le plan éthéré, la guenaude touche par magie un humanoïde en train de dormir dans le plan matériel. Un sort de <em><a href=""https://www.aidedd.org/dnd/sorts.php?vf=protection-contre-le-mal-et-le-bien"">protection contre le mal et le bien</a></em> lancé sur la cible empêche ce contact, comme le ferait un <em><a href=""https://www.aidedd.org/dnd/sorts.php?vf=cercle-magique"">cercle magique</a></em>. Tant qu'elle reste en contact, la créature a des visions d'épouvante. Si ces visions durent pendant au moins 1 heure, la cible ne gagne aucun bénéfice de son repos, et son maximum de points de vie est réduit de 5 (1d10). Si cet effet réduit le maximum de points de vie de la cible à 0, la cible meurt, et si la cible était mauvaise, son âme est piégée dans la besace aux âmes de la guenaude. La réduction du maximum de points de vie de la cible perdure jusqu'à ce qu'elle soit annulée par un sort de <em><a href=""https://www.aidedd.org/dnd/sorts.php?vf=restauration-superieure"">restauration supérieure</a></em> ou toute autre magie similaire."
220,Griffes," <em>Attaque au corps à corps avec une arme</em> : +6 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 13 (2d8 + 4) dégâts tranchants."
220,Apparence illusoire," Grace à une illusion magique la guenaude se déguise, elle et tout ce qu'elle porte ou transporte, en une autre créature d'une taille équivalente et de forme humanoïde. L'effet se termine si la guenaude utilise son action bonus pour y mettre fin ou si elle meurt. Les modifications corporelles apportées par cet effet ne parviennent pas à duper une inspection corporelle. Par exemple, la guenaude peut sembler avoir une peau douce et fine, mais quiconque la touche sent immédiatement sa chaire rugueuse. Sinon, une créature doit utiliser une action pour inspecter visuellement l'illusion et réussir un jet d'Intelligence (Investigation) DD 20 pour remarquer que la guenaude est déguisée."
220,Passage invisible," La guenaude devient invisible par magie jusqu'à ce qu'elle attaque, lance un sort, ou jusqu'à ce que sa concentration se termine (comme si elle se concentrait sur un sort). Tant qu'elle est invisible, elle ne laisse aucune trace physique de son passage, elle ne peut donc être traquée que par magie. Tout l'équipement qu'elle porte ou transporte est également invisible."
221,Dard," <em>Attaque au corps à corps avec une arme</em> : +4 au toucher, allonge 1,50 m, une créature. <em>Touché</em>&nbsp;: 5 (1d6 + 2) dégâts perforants, et la cible doit réaliser un jet de sauvegarde de Constitution DD 11, subissant 10 (3d6) dégâts de poison en cas d'échec, ou la moitié de ces dégâts en cas de réussite. Si le poison réduit les points de vie de la cible à 0, celle-ci est stable mais empoisonnée durant 1 heure, même si elle récupère des points de vie par la suite, et paralysée tant qu'elle est empoisonnée de cette manière."
222,Lance," <em>Attaque au corps à corps ou à distance avec une arme</em> : +3 au toucher, allonge 1,50 m ou portée 6/18 m, une cible. <em>Touché</em>&nbsp;: 4 (1d6 + 1) dégâts perforants, ou 5 (1d8 + 1) dégâts perforants si utilisée avec les deux mains pour une attaque au corps à corps."
223,Attaques multiples, Le sphinx effectue deux attaques avec ses griffes.
223,Griffes," <em>Attaque au corps à corps avec une arme</em> : +8 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 13 (2d8 + 4) dégâts tranchants."
224,Attaques multiples, La harpie effectue deux attaques : une avec ses griffes et une avec son gourdin.
224,Griffes," <em>Attaque au corps à corps avec une arme</em> : +3 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 6 (2d4 + 1) dégâts tranchants."
224,Gourdin," <em>Attaque au corps à corps avec une arme</em> : +3 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 3 (1d4 + 1) dégâts contondants."
224,Chant captivant," La harpie entonne une mélodie magique. Tout humanoïde ou géant à 90 mètres maximum de la harpie et qui peut entendre le chant doit réussir un jet de sauvegarde de Sagesse DD 11 ou bien se retrouver charmé jusqu'à ce que le chant prenne fin. La harpie doit utiliser une action bonus lors de ses tours suivants pour prolonger le chant. Elle peut interrompre le chant à tout moment. Le chant s'interrompt si la harpie est incapable d'agir. Tant qu'elle est sous l'effet du charme, la cible est incapable d'agir et n'est pas affectée par le chant d'autres harpies. Si la cible charmée se trouve à plus de 1,50 mètre de la harpie, cette cible doit durant son tour se diriger vers la harpie par le chemin le plus direct. Elle ne peut éviter les attaques d'opportunité, mais peut refaire un jet de sauvegarde dès qu'elle pénètre une zone pouvant créer des dégâts (de la lave ou une fosse par exemple) ou dès qu'elle subit des dégâts provenant d'une autre source que la harpie. Une créature peut aussi relancer son jet de sauvegarde à la fin de chacun de ses tours. Lorsque le jet de sauvegarde est réussi, l'effet du charme prend fin. Une cible ayant réussi son jet de sauvegarde est immunisée contre le chant de cette harpie pour les prochaines 24 heures."
225,Attaques multiples, Le hezrou effectue trois attaques : une de morsure et deux avec ses griffes.
225,Griffes," <em>Attaque au corps à corps avec une arme</em> : +7 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 11 (2d6 + 4) dégâts tranchants."
225,Morsure," <em>Attaque au corps à corps avec une arme</em> : +7 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 15 (2d10 + 4) dégâts perforants."
227,Coup de tête," <em>Attaque au corps à corps avec une arme</em> : +3 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 4 (1d6 + 1) dégâts contondants."
228,Attaques multiples, L'hippogriffe effectue deux attaques : une avec son bec et une avec ses griffes.
228,Bec," <em>Attaque au corps à corps avec une arme</em> : +5 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 8 (1d10 + 3) dégâts perforants."
228,Griffes," <em>Attaque au corps à corps avec une arme</em> : +5 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 10 (2d6 + 3) dégâts tranchants."
229,Épée longue," <em>Attaque au corps à corps avec une arme</em> : +3 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 5 (1d8 + 1) dégâts tranchants, ou 6 (1d10 + 1) dégâts tranchants si utilisée à deux mains."
229,Arc long," <em>Attaque à distance avec une arme</em> : +3 au toucher, portée 45/180 m, une cible. <em>Touché</em>&nbsp;: 5 (1d8 + 1) dégâts perforants."
230,Attaques multiples, L'hobgobelin effectue deux attaques d'épée à deux mains.
230,Épée à deux mains," <em>Attaque au corps à corps avec une arme</em> : +4 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 9 (2d6 + 2) dégâts perforants."
230,Javeline," <em>Attaque au corps à corps ou à distance avec une arme</em> : +4 au toucher, allonge 1,50 m ou portée 9/36 m, une cible. <em>Touché</em>&nbsp;: 5 (1d6 + 2) dégâts perforants."
230,Commandement (Recharge après un repos court ou long)," Pendant 1 minute, l'hobgobelin peut lancer un avertissement ou un ordre spécial chaque fois qu'une créature non-hostile qu'il peut voir dans un rayon de 9 mètres autour de lui effectue un jet d'attaque ou de sauvegarde. La créature peut ajouter un d4 à son jet à condition qu'elle puisse entendre et comprendre l'hobgobelin. Une créature ne peut bénéficier que d'un seul dé de Commandement à la fois. Cet effet prend fin si l'hobgobelin est incapable d'agir."
231,Attaques multiples, L'hobgobelin effectue trois attaques au corps à corps. Il peut sinon effectuer deux attaques à distance avec ses javelines.
231,Épée longue," <em>Attaque au corps à corps avec une arme</em> : +9 au toucher, allonge 1,50 m, une cible. <em>Touché</em>&nbsp;: 7 (1d8 + 3) dégâts tranchants, ou 8 (1d10 + 3) dégâts tranchants si utilisée à deux mains."
231,Coup de bouclier," <em>Attaque au corps à corps avec une arme</em> : +9 au toucher, allonge 1,50 m, une créature. <em>Touché</em>&nbsp;: 5 (1d4 + 3) dégâts contondants. Si la cible est une créature de taille G ou inférieure, elle doit réussir un jet de sauvegarde de Force DD 14 pour ne pas tomber à terre."
